Company,Image,employerprofile_employerrating_lq_zl,jobcard_seolink_r4hue_URL,Title,Location,Salary,Description,Salary1,mlxsm,Description2,dflex
Formation Ventures (Run the Future),,,"https://www.glassdoor.com/job-listing/cambiar-data-scientist-formation-ventures-run-the-future-JV_KO0,22_KE23,56.htm?jl=1008706514115",Cambiar Data Scientist,Remote,$100K - $120K (Employer est.),"A strong track record of professional experience (~7+ years) in data science roles (Product Analyst, Reporting Analyst, Business Intelligence Analyst or similar……",(Employer est.),Easy Apply,data,30d+
L3Harris Technologies3.8 ★,https://media.glassdoor.com/sql/2898734/l3harris-squarelogo-1562006065634.png,3.8 ★,"https://www.glassdoor.com/job-listing/senior-associate-systems-engineering-data-analysis-engineer-l3harris-technologies-JV_KO0,59_KE60,81.htm?jl=1008928055757","Senior Associate, Systems Engineering (Data Analysis Engineer)","Anaheim, CA",$76K - $141K (Employer est.),"Bachelor’s degree in Aerospace Engineering, Electrical Engineering, Physics, Mathematics, Computer Science, Data Science, or other technical field and a minimum……",(Employer est.),,Data,6d
INVID4.8 ★,https://media.glassdoor.com/sql/1677635/invid-squarelogo-1524790817664.png,4.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-invid-JV_KO0,14_KE15,20.htm?jl=1008936101151",Data Scientist,"San Juan, PR",$65K - $102K (Glassdoor est.),"The employee must hold a master’s degree or a Ph.D. in computer science, information technology, statistics, informatics, data science, mathematics, or another……",(Glassdoor est.),Easy Apply,data,2d
US Cybersecurity and Infrastructure Security Agency,https://media.glassdoor.com/sql/2411899/cybersecurity-and-infrastructure-security-agency-squarelogo-1577441994035.png,,"https://www.glassdoor.com/job-listing/data-scientist-us-cybersecurity-and-infrastructure-security-agency-JV_KO0,14_KE15,66.htm?jl=1008923772843",Data Scientist,"Arlington, VA",$112K - $146K (Employer est.),The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position. This is a full time telework position.…,(Employer est.),,,9d
DeepHealth4 ★,https://media.glassdoor.com/sql/4076984/deephealth-squarelogo-1635157718686.png,4 ★,"https://www.glassdoor.com/job-listing/data-scientist-deephealth-JV_KO0,14_KE15,25.htm?jl=1006063023581",Data Scientist,"Cambridge, MA",$93K - $131K (Glassdoor est.),"Bachelor’s degree in a relevant field such as computer science, math, statistics, engineering (M.S. preferred). Experience evaluating machine learning models.…",(Glassdoor est.),,,30d+
Blue Cross and Blue Shield of North Carolina4.1 ★,https://media.glassdoor.com/sql/16517/blue-cross-and-blue-shield-of-north-carolina-squarelogo-1384369748358.png,4.1 ★,"https://www.glassdoor.com/job-listing/sr-data-scientist-blue-cross-and-blue-shield-of-north-carolina-JV_KO0,17_KE18,62.htm?jl=1008832170191",Sr Data Scientist,"Durham, NC",$112K - $150K (Glassdoor est.),"Design and develop models to understand and solve complex business solutions using a variety of methods including data mining, statistical analysis, predictive……",(Glassdoor est.),,data,30d+
AG Grace Inc4 ★,https://media.glassdoor.com/sql/2916847/ag-grace-squarelogo-1629983363536.png,4 ★,"https://www.glassdoor.com/job-listing/data-scientist-ag-grace-inc-JV_KO0,14_KE15,27.htm?jl=1008765682137",Data Scientist,"Fort Gordon, GA",$86K - $142K (Glassdoor est.),"Experience in data mining, natural language processing, and sentiment analysis of social media datasets. The data scientist will utilize their expertise in……",(Glassdoor est.),Easy Apply,data,30d+
Thumbtack4.1 ★,https://media.glassdoor.com/sql/414078/thumbtack-squarelogo-1525147434154.png,4.1 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-product-thumbtack-JV_KO0,29_KE30,39.htm?jl=1008913098008","Senior Data Scientist, Product",Remote,,"Propose and conduct quantitative research into key user behaviors, product flows, and business trends; based on analysis and in collaboration with cross……",,Easy Apply,,16d
Argo Data2.7 ★,https://media.glassdoor.com/sql/108943/argo-data-squarelogo-1384786579176.png,2.7 ★,"https://www.glassdoor.com/job-listing/data-scientist-argo-data-JV_KO0,14_KE15,24.htm?jl=1008750465839",Data Scientist,"Richardson, TX",$81K - $151K (Employer est.),"A Data Scientist with mathematician/statistician and computer science knowledge/experience test that will work within the data science team in developing,……",(Employer est.),Easy Apply,Data,30d+
Lightsource BP4.3 ★,https://media.glassdoor.com/sql/2023341/lightsource-bp-squarelogo-1580479224643.png,4.3 ★,"https://www.glassdoor.com/job-listing/data-scientist-lightsource-bp-JV_KO0,14_KE15,29.htm?jl=1008766128236",Data Scientist,"Denver, CO",$89K - $128K (Glassdoor est.),"Degree in a quantitative field like statistics, economics, applied math, operations research, or engineering (advanced degrees are preferred) or relevant work……",(Glassdoor est.),,,30d+
GovStrive LLC3.4 ★,https://media.glassdoor.com/sql/1197872/govstrive-squarelogo-1515432904259.png,3.4 ★,"https://www.glassdoor.com/job-listing/data-scientist-ii-workforce-surveys-and-ana-govstrive-llc-JV_KO0,43_KE44,57.htm?jl=1008931858372",Data Scientist II - Workforce Surveys and Ana,"Atlanta, GA",$57K - $85K (Glassdoor est.),"Typical project tasks include questionnaire design, sample design, survey administration, data preparation, statistical analysis, reporting, and meeting……",(Glassdoor est.),Easy Apply,data,4d
Leidos3.8 ★,https://media.glassdoor.com/sql/730545/leidos-squarelogo-1530300891039.png,3.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-leidos-JV_KO0,14_KE15,21.htm?jl=1008903187626",Data Scientist,"McLean, VA",$118K - $214K (Employer est.),"The selected candidate will provide ongoing critical support to the Presidential Daily Briefing Staff by assisting the sponsor in building new tools, such as……",(Employer est.),,,20d
Human Rights First3.8 ★,https://media.glassdoor.com/sql/259196/human-rights-first-squarelogo.png,3.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-human-rights-first-JV_KO0,14_KE15,33.htm?jl=1008882274982",Data Scientist,Remote,,Excellent communication skills to collaborate with cross-functional teams and convey technical concepts to non-technical stakeholders.…,,,,30d+
Parachute Health4.6 ★,https://media.glassdoor.com/sql/2022769/parachute-health-squarelogo-1521559727558.png,4.6 ★,"https://www.glassdoor.com/job-listing/centralized-senior-data-analyst-parachute-health-JV_KO0,31_KE32,48.htm?jl=1008864144882",Centralized Senior Data Analyst,Remote,$95K (Employer est.),"Ability to translate the data analysis into actionable tasks and strategies for non-technical individuals. Experience with sales operations tools, including but……",(Employer est.),,data,30d+
Starbucks3.7 ★,https://media.glassdoor.com/sql/2202/starbucks-squarelogo.png,3.7 ★,"https://www.glassdoor.com/job-listing/dir-analytics-and-data-science-pro-hr-analytics-starbucks-JV_KO0,47_KE48,57.htm?jl=1008919211989",dir analytics & data science- PRO/HR analytics,"Seattle, WA",$152K - $267K (Employer est.),"You and your team will consult with stakeholders in PRO (human resources) to uncover the most pressing business questions, identify analytics and data science……",(Employer est.),,data,11d
eimagine3.9 ★,https://media.glassdoor.com/sql/691554/eimagine-technology-group-squarelogo-1515701635353.png,3.9 ★,"https://www.glassdoor.com/job-listing/data-scientist-eimagine-JV_KO0,14_KE15,23.htm?jl=1008919538345",Data Scientist,United States,,"An ideal candidate will be comfortable working on analysis in ambiguous conditions, enjoy working across disparate questions and data sets, and identify……",,,data,11d
HAVI3.6 ★,https://media.glassdoor.com/sql/612430/havi-squarelogo-1583869082201.png,3.6 ★,"https://www.glassdoor.com/job-listing/data-scientist-%E2%80%93-global-planning-and-analytics-analytics-and-insights-havi-JV_KO0,69_KE70,74.htm?jl=1008820419653","Data Scientist – Global Planning & Analytics, Analytics & Insights","Chicago, IL",$91K - $128K (Glassdoor est.),"Bachelor’s degree in data science, analytics, statistics, operations research, engineering or closely related field; Master’s or Ph. D in quantitative field……",(Glassdoor est.),,data,30d+
Mercy3.5 ★,https://media.glassdoor.com/sql/4653/mercy-squarelogo-1504222737201.png,3.5 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-healthcare-research-remote-mercy-JV_KO0,48_KE49,54.htm?jl=1008934894325",Senior Data Scientist - Healthcare Research (Remote),"Chesterfield, MO",,"Mercy is seeking a Senior Data Scientist - Research to work within a team of other advanced professional analysts, data scientists, and clinical leaders in the……",,,Data,3d
Braviant Holdings4.6 ★,https://media.glassdoor.com/sql/1410816/braviant-holdings-squarelogo-1518480085136.png,4.6 ★,"https://www.glassdoor.com/job-listing/lead-data-scientist-braviant-holdings-JV_KO0,19_KE20,37.htm?jl=1008890080279",Lead Data Scientist,Remote,,"Partner with Technology teams to build out data science pipelines to support continuous testing, optimization and implementation of new models.…",,,data,26d
IDC4.3 ★,https://media.glassdoor.com/sql/10471/sap-squareLogo-1658433034046.png,4.3 ★,"https://www.glassdoor.com/job-listing/data-scientist-only-w2-idc-JV_KO0,22_KE23,26.htm?jl=1008829494597",Data Scientist only W2,Remote,,"Bachelor’s Degree in Computer Science, Mathematics, Engineering or other technically-related field. 5+ years of experience with data science, with deep……",,Easy Apply,data,30d+
ADRM,https://media.glassdoor.com/sql/7851223/advanced-data-risk-management-squarelogo-1665653095281.png,,"https://www.glassdoor.com/job-listing/data-scientist-adrm-JV_KO0,14_KE15,19.htm?jl=1008857883636",Data Scientist,"Boston, MA",$91K - $125K (Glassdoor est.),"Bachelor’s degree in computer science, statistics, applied math or related field required. Conducts statistical analyses on customer and company data to develop……",(Glassdoor est.),,data,30d+
Caterpillar4 ★,https://media.glassdoor.com/sql/137/caterpillar-squareLogo-1666115925095.png,4 ★,"https://www.glassdoor.com/job-listing/lead-data-scientist-electrification-caterpillar-JV_KO0,35_KE36,47.htm?jl=1008938055622","Lead Data Scientist, Electrification","Chicago, IL",$119K - $196K (Employer est.),In-depth technical and problem-solving skills and evidence of continuous learning in the analytics field. Experience in design / development of heavy equipment ……,(Employer est.),,,2d
ASET Partners4.4 ★,https://media.glassdoor.com/sql/1019753/aset-partners-squarelogo-1442423728996.png,4.4 ★,"https://www.glassdoor.com/job-listing/data-scientist-3-aset-partners-JV_KO0,16_KE17,30.htm?jl=1008933199382",Data Scientist 3,"Fort Gordon, GA",$117K - $192K (Glassdoor est.),"Bachelor's degree from an accredited college or university in a quantitative discipline (e.g., statistics, mathematics, operations research, engineering, or……",(Glassdoor est.),Easy Apply,,4d
Disney Direct to Consumer3.9 ★,https://media.glassdoor.com/sql/717/walt-disney-company-squarelogo-1574088286127.png,3.9 ★,"https://www.glassdoor.com/job-listing/data-scientist-ii-disney-direct-to-consumer-JV_KO0,17_KE18,43.htm?jl=1008912088338",Data Scientist II,"New York, NY",$113K - $151K (Employer est.),"Excellent analytical skills, sophisticated level of statistics knowledge particularly in the field of time series analysis. Experience with NLP and NN models.…",(Employer est.),,,16d
National Funding4.1 ★,https://media.glassdoor.com/sql/942137/national-funding-squarelogo-1501005068448.png,4.1 ★,"https://www.glassdoor.com/job-listing/data-scientist-temp-possible-temp-to-hire-national-funding-JV_KO0,41_KE42,58.htm?jl=1008895754402","Data Scientist (Temp, Possible Temp-to-Hire)","San Diego, CA",$50.00 - $65.00 Per Hour (Employer est.),Strong communication skills across technical and non-technical audience. Apply data science techniques in credit risk and marketing analytics domains.…,(Employer est.),Easy Apply,data,24d
TriNet3.8 ★,https://media.glassdoor.com/sql/5494/trinet-squareLogo-1680727779642.png,3.8 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-trinet-JV_KO0,21_KE22,28.htm?jl=1008898049969",Senior Data Scientist,Remote,$105K - $189K (Employer est.),Anticipates potential challenges and technical issues with implementing different modeling ttechniques andmakes data and model implementation design decisions……,(Employer est.),,data,23d
Nift4.2 ★,https://media.glassdoor.com/sql/2100217/nift-networks-squarelogo-1561031811345.png,4.2 ★,"https://www.glassdoor.com/job-listing/data-scientist-machine-learning-model-development-nift-JV_KO0,49_KE50,54.htm?jl=1008892705991",Data Scientist - Machine Learning/Model Development,Remote,$120K - $220K (Employer est.),"Model Development: You will design and develop models using statistical and machine-learning techniques. You will analyze large datasets, identify patterns, and……",(Employer est.),Easy Apply,,25d
The Swift Group,https://media.glassdoor.com/sql/5604362/the-swift-group-va-squareLogo-1664818528731.png,,"https://www.glassdoor.com/job-listing/data-scientist-the-swift-group-JV_KO0,14_KE15,30.htm?jl=1008917699154",Data Scientist,"Herndon, VA",$93K - $132K (Glassdoor est.),A minimum of 5 years' experience with a bachelor’s degree; 4 years with a master’s degree or 2 years with a Ph.D. as a Data Scientist or relevant field……,(Glassdoor est.),,Data,12d
Peraton3.6 ★,https://media.glassdoor.com/sql/1766046/peraton-squareLogo-1694100697782.png,3.6 ★,"https://www.glassdoor.com/job-listing/data-scientist-peraton-JV_KO0,14_KE15,22.htm?jl=1008912895159",Data Scientist,United States,$86K - $138K (Employer est.),Experience in Business objects or similar tools. Hands-on modeling and design experience. Analyze monthly snapshot data available in ERIS Sybase IQ database to……,(Employer est.),,data,16d
MX Technologies Inc.3.7 ★,https://media.glassdoor.com/sql/928672/mx-squarelogo-1418321020307.png,3.7 ★,"https://www.glassdoor.com/job-listing/data-scientist-mx-technologies-inc-JV_KO0,14_KE15,34.htm?jl=1008875287898",Data Scientist,"Lehi, UT",$66K - $95K (Glassdoor est.),"Engage in independent research projects to uncover and understand new tools, methods, and approaches that can strengthen MX’s data science platform.…",(Glassdoor est.),,data,30d+
