Title,Title_URL,Company_name,Location,css1ihavw2,metadata_divcontainsclass_css1ihavw2,Description,Description1,Description2,date,Location3,more_loc_URL,more_loc,Title1,Title_URL1,Titl1,Location1,css1ihav1,metadata_divcontainsclass_css1ihav1,Description3,Descriptio1,date1,more_loc_URL1,more_loc1,Locatio1,Description4
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCfUEVrCkUcUvYkaqaQqQ4KG5_TQBvz1oR33pkfr9ubYgwx2u-0l-BfYDz--nCzoVP35cPIFb5Il-B9gGtxFg2TyV0MhE6nOlpIiOT39QNjGmVRVQTaMCXObdirBWfYBvkPHFaZPVVZsO2g84LIalIHjNbsolzagPVDqPxwfArV6NY9YWYx_3JQxf6jvC99FhwTdY_bGlVkfQIer0GrE1oFErO8tTBGpQWZsWEzzJJN6ryZBKLTc-SnA9fdUePV30gM34PkGhi-8WNt9yJSMfuMylTHEWQVtCCujWTu_YXnPjv13YwI6E8GoVXpFN2LvKkSIUYfv5MSKHQ9UvRgMqQV-pKg8g2iedXw9v2GsyLENHr8WGjggmf8uRWcc70S62cwimgU4OPyvlyVB6kmuMxYr4X96rZGx8rrOv2lfcLNP2lqYx37Cj-INo4rFo9BLOP1iZuIVJjRNhafxahygTcN6Q6Piht5mTFImmryRwQQr8PIX307RlfdHfJO9aHk6CXn9GiEw9pbVrNX0SuMumg7cBnlfLHGTED7zd1IeXtlVXw==&xkcb=SoC--_M3JtOAsyg1FL0VbzkdCdPP&p=0&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $183,500 a year",Full-time,"Relevant experience must be in one or more of the following (for Entry level) but in two or more for Full Performance, Senior, and Expert levels: designing…",,,"Posted
Posted 21 days ago",,,,,,,,,,,,,,,,
Applied Research Mathematician/ Mathematical Statistician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtOHGk5utQAbhlcSYjmxeK_H4ERVvxIPtHkE9zWaQvmAC-NE9HRKwI58atZmJrUp4jvS88Xb03eYvXFmYqoJtOazozh1wXSFRmw4eF8FyqmcJe7HZnXaEt7ZhqwU-UQPH2OzZA1ExJmbrduNX36CVGDipw_4jfjMJbKzj9HMMp66m_I6XBHf0EEikf20z3EVL-QKnZ_vY2l37JEJwwwX0TnXGew2xCadXZGACjiShE39_SOnmBznOScYcT0i9Fb0bSf0QLocRrgeZi1oKAVwqnF9hMtAuyYgBbJhhCVs813iZ_ivJ88Qw_djnN6aUnmpy9qLwqqsF5hq6nJi7ETOajeqGG9UH77FMqEPXwN2R59YGc6zJAK2j_Lirwy8zfzeUhd429RaRD14PE1j__it8a3grCFCXh64HJT1UzOuVc8Rnqy9AWFB63wZm8fG2PegpfcoxKNc2rz7zvrzsyKKALboXOjBwZ68VMVEt0SuBESwIdDj-_D7KgcXhaE-bX7VMcMjJ-eSj2o9CCvvN90WGjc3vjqI8_jvxaIizO6j2JMdD2amDT9pUcWcu0VP49AIm7KXHenS9UJgL&xkcb=SoAK-_M3JtOAsyg1FL0UbzkdCdPP&p=1&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $142,341 a year","Monday to Friday
+2","A wide range of technical expertise finds a natural fit at NSA including, but not limited to, fields of algebra, combinatorics, Fourier analysis, operations…",,,"Posted
Posted 28 days ago",,,,,,,,,,,,,,,,
Entry Level - Associate Data Scientist - Commercial,https://www.indeed.com/rc/clk?jk=10a0d9d6df49cc76&fccid=de71a49b535e21cb&vjs=3,IBM,"Atlanta, GA 30301 
(Buckhead area)","$93,000 - $121,000 a year",Full-time,"You’ll use a variety of data (structured, unstructured, IoT streaming), analytics, AI tools, and programming languages often using a cloud infrastructure to…",data,,"Posted
Posted 30+ days ago",(Buckhead area),https://www.indeed.com/addlLoc/redirect?tk=1hdd33r3ai47d801&jk=10a0d9d6df49cc76&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_oO6oQJwoJbm9ybXRpdGxlGhplbnRyeSBsZXZlbCBkYXRhIHNjaWVudGlzdA%253D%253D,View all 2 available locations,,,,,,,,,,,,,
College Graduate - Data Science (BS/MS),https://www.indeed.com/rc/clk?jk=3c21a0e654ace006&fccid=936367796261bd6e&vjs=3,INTEL,"Santa Clara, CA","$105,930 - $158,890 a year",Full-time,"It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation.",,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd33r3ai47d801&jk=3c21a0e654ace006&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_7Y6oQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 20 available locations,,,,,,,,,,,,,
DATA SCIENTIST,https://www.indeed.com/rc/clk?jk=190a082079ea8382&fccid=3e901f592b439cea&vjs=3,Centers for Disease Control and Prevention,"Atlanta, GA","$69,107 - $177,978 a year",Full-time,"As a DATA SCIENTIST, you will: Consult and collaborate with statistical, data science, artificial intelligence and public health professionals in the collection…",DATA,,"Posted
Posted 17 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd33r3ai47d801&jk=190a082079ea8382&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_PwQGqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 2 available locations,,,,,,,,,,,,,
"Data Scientist, Creators",https://www.indeed.com/rc/clk?jk=2824c5aedfa6e2ae&fccid=7095ffd299c81ef3&vjs=3,Notion,"New York, NY","$160,000 - $215,000 a year",,"You'll partner closely with a product, engineering, and marketing pillar at every step of the development process, driving forward data science and analytics…",data,,"Posted
Posted 24 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd33r3ai47d801&jk=2824c5aedfa6e2ae&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-8w8czqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=5ea44f656f2bf465&fccid=1f46884a3fc52544&vjs=3,Kyla,"Remote in San Jose, CA",Full-time,Full-time,"— Collaborate with data scientists, medical doctors, nurses and software engineers.",data,— Intermediate or higher English level — you will have to read a lot of…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Decision Scientist,https://www.indeed.com/rc/clk?jk=c3b74f819d32b9f3&fccid=4ed80f3a97849f22&vjs=3,The Walt Disney Company (Corporate),"Lake Buena Vista, FL",,,"The DDSI team sits at the intersection of business strategy, advanced analytics, and technology integration to help our partners explore opportunities for…",,,"Posted
Posted 3 days ago",,,,,,,,,,,,,,,,
2024 University Graduate - Data Scientist,https://www.indeed.com/rc/clk?jk=09fa128742fe72f7&fccid=f89deb5a97c7738a&vjs=3,Adobe,"Seattle, WA 98103 
(Fremont area)","$82,600 - $153,100 a year",Full-time,"Your primary focus will be to develop and maintain a robust data architecture to advance our reporting, analytics, and experimentation capabilities, and on a…",data,,"Posted
Posted 30+ days ago",(Fremont area),https://www.indeed.com/addlLoc/redirect?tk=1hdd33r3ai47d801&jk=09fa128742fe72f7&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ZkguqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 5 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=2b9e92179d9761df&fccid=ef4be98af276034b&vjs=3,Kraft Heinz Company,"Hybrid remote in Chicago, IL",,,You are proficient in machine learning to deliver clustering- time series- classification- regression- anomaly detection- simulation- and optimization queries.,,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd33r3ai47d801&jk=2b9e92179d9761df&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ghZ4aqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Lead Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cj-KmZPsf9w80C8b1WzNVrlanjD2SXJjxuCbUWHsXPZkFBy4Qr63BQKSyytxWB3SgLm-f0nIvEw1WHNc8pJffuu7UFqUfiETsyrpSNbs-G1mW8HQdUS02o1vSsV1T29ezpc7JQQ9W_096tXWKfLtqsRBEJyDD5OSIygSVBxMYsFwihHX6xRNWYHZpb4hCSA_JUAS6DP0CBtYJMqiFNm7o1-v_6XKc8cNPEcxY3ta0d58XJAQs3gqB_HnDgze2idp3yHNnZjqd1ycymtPP4HrIuj8UTOwozbd3Y6ZhtoX5tBrysoF7fy_5nCmAVHPK3YPUHXe_ndZ2Tfal9U4lTrnn06vTl9pLXYjTX9DVoqLxp6xW5wO_e_1ehWl-rcskLUEEL38OIh1BcPN7MSfE2MsgeR8pSzGKE6Fqnoi1ZzWuQybaTcGWwXoVzr08rd3L1SFbyfHjXbDEMdospQHKE1mur4nCkfSVOptCOVhopyATgvfR4BveZkxewatt_VXwmHKEURJnZhymQAgtSb2Sc4lDOwv_RAF1HvOZcyJHGctGfPMkRZm-ChzEZasTVCLuZufEjjmWcTvDeCLz8jlfgFB1L2pHhspQDc2I8oDjX6uhIsmvlGxlz_S6t5sddSEpMIOmtY1YG2FuDR8RG3IG3SZcKRkvZ2avWOpdMzv2w3_T3ESdj9gMcA7ihbmFIaxVUpwnf34j5nYnkyaQCIBll1bquaIHsS3PXV3yl77G1akgT-YD-stfb5e-lC2CRmCeFVchKkj9RVVX-zGOkHa-8GMEGiep810ovouDDsW8NdIWGQQXTCucUydI6zSIlqEG0KvD8H0gW-RKRdrnU-hqIuBVdGdWSFPosVvEIzxId1ktTIA7rcwcWGzicbAxeDYZYTYP8Oj8jg07mkWhYG2xXzCTjgkEnWShQKB-gVoQEa_K9ORorFYZ02wmJDdV7bc-ggqcFUPYxZ-8D6svPleeHFEqboR_04AFx7wKdCgMCk0ySysSd3WAX6oAYDRQtDlIDizOLm1YTkwt3Bh3nGmC3Vv9LCh9g6fLb7IsWtFFPZcBqBLG17DVRZ55GYYUSVKCBvcqsNYt5Ig1wRT3wuWUW4BldRfbkx3TpaIxMR0qpNVlmwSO-iTnmmpo8tI-E6fLZIQ1ZygBx47dYNP4S1EFJdVOxLuhKVIWSXqfNY2SOX6m1XiOyvlJzE9f1gbPI6mNZ1aQHacWuiZww5MwfZ87bEGoqeVK_IeY-DWld-LsFR4QNk0JJcwB6LyOX&xkcb=SoDW-_M3JtOAsyg1FL0jbzkdCdPP&p=10&fvj=0&vjs=3,Comcast,"Philadelphia, PA 19148 
(Stadium District area)",Full-time,Full-time,The Data Science team builds the end-to-end systems and tools that democratizes machine learning to meet the needs of business by partnering with key internal…,Data,,"Posted
Posted 30+ days ago",(Stadium District area),,,,,,,,,,,,,,,
"Data Scientist, Remote Sensing",https://www.indeed.com/rc/clk?jk=bff93011e3369d49&fccid=e08122e0e993cc32&vjs=3,Bayer,Remote,"$126,497 - $202,812 a year",Full-time,"Comprehensive health benefits including medical, dental, vision, life, and disability, as well as a Life Solutions Plan covering mental health benefits.",,,"Posted
Posted 2 days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd33r3ai47d801&jk=bff93011e3369d49&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_DSaoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 11 available locations,,,,,,,,,,,,,
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=3a274625555d05ef&fccid=a3b51ece17c02aae&vjs=3,ABBVIE,"Lake County, IL",Full-time,Full-time,"Stay up-to-date with the latest developments in machine learning, NLP, and other relevant technologies.",Data,"As an Associate Data Scientist, you will play a crucial…","Posted
Posted 19 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd33r3ai47d801&jk=3a274625555d05ef&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-d_K0NqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=092e58153dc6e1c1&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"Lake Success, NY 11020","$75,020 - $126,250 a year",Full-time,"Minimum of two (2) years of post-graduate training or experience involving quantitative data analysis, required and working with clinical data, data science,…",data,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Senior Predictive Modeler,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2pP6k9OuB9dVVqjF_PdujusYNLdeVulQvAlytZ7WHPLDUR8wUESqpcdgIq0kFHzHwAmhYBtIxYfzjD7L6Edx9ayLlFNoeQY5NHi5n9DqYViHfYFh1me92fmGT3A0fx0tvZvFbukpezZHVEsjCXUavn0wq9_zWiOvv1ODTalxjQ0BhS756ICL3G3mgjwRkZXf2xVzKcXVgPvuSdllrJREUnlAJP-CnHnFNw98vpKguQh8vtfCrzRHwL2Jx120XvXj60e1VyscmqbE4Ct3F6QIp90b8zFv_KUVMME6OmUf2rhuo6LxQ2HPvQ_zFEyQVGhDzIKDO1m-SDlSvihnWRr6kN0yWoiZi5kg5tR6XNmxKUcOvdUp1_pQkR85O01c3_pagirzBAWMRnkMT5g3zPicy_F4z9BGtNV0Yxa7Qf_rVJUNdq9w1HWlifOIha5skzZ1UN5KID_Yd2SOvoahe1gKhx1UqlEvEcFnePfdaTb6mBDTY9loMC-OjU7tfTUKvlmSbxzIMs4rTia4PMyvGJuCAo56scCWlp9huiuKp6hrFpnlk6Y4cyOrePhTCmSppqAA_GpRNtLF33kX0R5sKI8AYcKVbQBuLcR5riO-kEVpdMg==&xkcb=SoDF-_M3JtOAsyg1FL0nbzkdCdPP&p=14&fvj=1&vjs=3,Sitewise Analytics,"Dallas, TX","From $90,000 a year",Full-time,"Using a dynamic mix of machine learning approaches blended with classical statistical techniques and spatial analytics, the members of the team develop…",,,"Employer
Active 3 days ago",,,,,,,,,,,,,,,,
AI Developer - Contractor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DY0o1vBkDF7ijZdphmN8ZpJjzNfoJ8hIIfocg_Q3_4rrU9MZaBYUA8inFsKV3suctbWkEVESkYcNgP7wRdHhF7Bq29ekffgM_hjURF1_Sv1RpsQIkEkeWDWLoEjO-_N-LrOTZHE_I2WrnlUvus4pSU6jSPzJ9CZMa7zMGWPwY1MMl21SPcmZNdAiLBKBSopf378vQgz0WbqK5K9C9WzF5fGZOz6AD4v-0MRHblr1g8NVRNPftA54jclwyi-V6-dHBz-VGKmYo_DpFlljOcwl1WCBOdMjJ3YUNmL1pLC2Re1okabwyi8nYlYH3CVQ-QLe31qEg99B-b-4PNroh98XIaLgDF8x3yHdxgGkHF1oNLhnQ0U4nXTfhJTZrl0H76Pnr3CQaHrmQoDScMiTVJtBs6dlrSfS8xyyoL2TSEbi1RIpsF060tT20FMLE2zC620gLbdgfydIp6cNx3i3301jye0vqRysQS7C40bT-YNHUbTaUXWiq5RqMhKvaBwDG-4Ta9c-53_ypV3DPwjaBEmVYvyHQkKl5iENK97sQVXdJ9U6-sCx-RvyOMDLJeKUSIJ8jkN5v6UVexs1cczAT7CUVmVkJRRFHWvDapu4agk0ylPzaNB7MW3FoahpDUCpX3UX32zElTtA0XbGT7odtvmXLEMI-aiVZoMfHviZy3YHMTPxOrdLy0DUKwwG8qzuw8KTT2PUmGrMmFPDdMfdV3ydI0Oui-2oeo4SrlM_5C4mVZryxsgUlLctKushBCSL0Q29cW3XE9wxcFzbprbq_8vkoS&xkcb=SoDl-_M3JtOAMaWas50LbzkdCdPP&p=0&fvj=0&vjs=3,EY,"North Palm Beach, FL",$100 - $130 an hour,Full-time,,,,"Posted
Posted 4 days ago",,,,,,,,,,,,,,,,
"Data Scientist, Model e",https://www.indeed.com/rc/clk?jk=44883a2af6aab52e&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Remote in Detroit, MI 48216",Full-time,Full-time,,,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=f420fd336c4b892f&fccid=90364bdd6d185b45&vjs=3,ClimateAI,Remote,,,,,,"Posted
Posted 16 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=3876c440eeabc650&fccid=bb0aec68dcf6568e&vjs=3,Kickstarter.com,Remote,"$110,000 - $130,000 a year",,,,,"Posted
Posted 13 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=302c2cb445356d22&fccid=be3b11aa573faee7&vjs=3,CVS Health,"New York, NY 10013 
(SoHo area)","$80,500 - $170,000 a year",Full-time,,,,"Posted
Posted 2 days ago",(SoHo area),https://www.indeed.com/addlLoc/redirect?tk=1hdd33v4mjjis800&jk=302c2cb445356d22&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_5_cIVqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=ab50cfa59689a924&fccid=dd616958bd9ddc12&vjs=3,,"Pasadena, CA","$72,000 - $132,000 a year",Full-time,,,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd33v4mjjis800&jk=ab50cfa59689a924&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DkAPNhxfyBwZ0bmZ0Y2yqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 4 available locations,,,,,,,,,,,,,
Data Engineer/Data Scientist,https://www.indeed.com/rc/clk?jk=e6243931b07ddf9f&fccid=ebee1b9387408320&vjs=3,Compact Information Systems LLC,"Remote in Redmond, WA 98052","$130,000 - $150,000 a year",,,,,"Posted
Posted 12 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=384184835f4a8f66&fccid=bb307ecf9644ad08&vjs=3,Phantom,"Remote in New York, NY","$140,000 - $220,000 a year",Flextime,,,,"Posted
Posted 9 days ago",,,,,,,,,,,,,,,,
"Data Scientist, Product Analytics",https://www.indeed.com/rc/clk?jk=1bc02d5e0d734e73&fccid=ba07516c418dda52&vjs=3,Facebook App,"San Francisco, CA","$109,000 - $166,000 a year",,,,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd33v4mjjis800&jk=1bc02d5e0d734e73&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_iork5qhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 30 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/company/Cognize-tech-solutions/jobs/Data-Scientist-19c0f904e582d0c7?fccid=f4398aa555827ed9&vjs=3,COGNIZE TECH SOLUTIONS,Remote,"$65,000 - $80,000 a year","Full-time
+1",,,,"Employer
Active 3 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist/Quantitative Analyst,https://www.indeed.com/rc/clk?jk=5b1df7374a0aa25d&fccid=e1c9c509af506a08&vjs=3,Federal Reserve Bank of Minneapolis,"Hybrid remote in Minneapolis, MN 55401",Full-time,Full-time,,,,"Posted
Posted 11 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=bff36fd9f50d8b87&fccid=54a1830e9cce3cc0&vjs=3,Flow,"New York, NY 10012 
(NoHo area)","$130,000 - $170,000 a year",Full-time,,,,"Posted
Posted 30+ days ago",(NoHo area),,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=74ebb68410b35cc9&fccid=74540dcd08f53d72&vjs=3,UCLA Health,"Los Angeles, CA 90095",$26.20 - $51.39 an hour,,,,,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=24c5d44852b4578b&fccid=c4bc23324dcf8d3c&vjs=3,Anheuser-Busch,"St. Louis, MO","$74,400 - $88,350 a year",Full-time,,,,"Posted
Posted 5 days ago",,,,,,,,,,,,,,,,
Azure Data Architect,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CtvmMS2gh6TFcPtfg_dSoYlEhoKWvWvhdJKzal6LE4pcAtPAqzcHUiMCUvyYpUnpoTbYER0MzaFoyOAPbdyknIxqSazzqLsIcz6O3krRAnpyeQXQsRXorSqYayospyqX6H1zJDVEBP_zyJx8EdBPyjrgsRMMvHL7V6cf8hD7rUHyOAYMRu1szLMKS8oIahexDaXmVLPVPwzPHGZVH4p5ur4lUmQ8z7bghvxEXwYb3LGOZyMrdvM3q2jWslUbOOPsiJf_EJaw0UyDsu2_9K3fG6UZDT8F1lchxz4y9HceK3BiOdGUb4_yvCRuN2CGe6mhYD8t1MItSblw1_8pIUwmecHIYufcV-YGhGFZUjp62tV49RUpUSly1gmP3Hff_-YUfKu3DdRwaOA1cFyq3ZmnFAHVrQKCD3WAtoAU0EN2qljXelaGpF1wAoqLF-0OTHkVhZWxrWMMdJNPMK94H7NWZinHCzI8PypnnjX7RK_Cjsvug5zTMNUQkxdsNC5T1GJ-d4lPRx7n_hFnwEBLm3PNme0r9i5bMAbxVYgvnJWLhqwJVFXvhsZEzRvRLfrFoj8z71KT8ihdrS6MMeFY1EuyOmNw4YsJijQqvzDfTprDPfFqV01NcsBP_j&xkcb=SoC4-_M3JtOAMaWas50FbzkdCdPP&p=14&fvj=0&vjs=3,Cognizant Technology Solutions,"Plano, TX 75086",Full-time,Full-time,,,,"Posted
Posted 8 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd33v4mjjis800&jk=16dc767c379a0c86&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ie6oQHwoJbm9ybXRpdGxlGhJzb2Z0d2FyZSBhcmNoaXRlY3Q%253D,View all 5 available locations,,,,,,,,,,,,,
Applied Research Mathematician/ Mathematical Statistician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtOHGk5utQAbhlcSYjmxeK_H4ERVvxIPtHkE9zWaQvmAC-NE9HRKwI58atZmJrUp4jvS88Xb03eYvXFmYqoJtOazozh1wXSFRmw4eF8FyqmcJe7HZnXaEt7a7xuehHgqAH3fj5rC98gFPhOLmTxeRKjqv-GFvdiZCIXeHZt9pKHNhZAPsq-ex5R2jMNUgWJ_19NYzogr0cnPhYThQX0xj6SrhZ5rdDpPsztdklDn06ZkkYQIq1I3iFXw7jJLeO0TuiAqH7UJS9jKi3CBhLjVuviqaC2hMo5tGrJFFK8bvM-A-biqHrqmytZ1t_Qj5iDO9h90Pv5hN15XBwBAV5HwrLRyP7XEy8ZT9LbVdlMLSfxbHFOFQqsIyCLM673aAo89UrWxpdrLuLKBsPHoqy2pnTlicvhV64NM8D43_GlgaZBii8YHOxQrxPRekHdJCdLWR9VvWT6rNB7TAeDh_GAfw-4q4-IwvtSThoXoIUcF7TUThmf5_vpZGLZ9YzrJehrnblVVEhUubOG9SPqLSxKYjxW6BlzFNEJ1t-1FNwiqpMubHShAxtub55aPh19T-woMGb0l0-dCn-wyA&xkcb=SoC--_M3JtOfrgxJt507bzkdCdPP&p=0&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $142,341 a year","Monday to Friday
+2","A wide range of technical expertise finds a natural fit at NSA including, but not limited to, fields of algebra, combinatorics, Fourier analysis, operations…",,,"Posted
Posted 28 days ago",,,,,,,,,,,,,,,,
AI Developer - Contractor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DY0o1vBkDF7ijZdphmN8ZpJjzNfoJ8hIIfocg_Q3_4rrU9MZaBYUA8inFsKV3suctbWkEVESkYcNgP7wRdHhF7Bq29ekffgM_hjURF1_Sv1RpsQIkEkeWDWLoEjO-_N-LrOTZHE_I2WrnlUvus4pSU6jSPzJ9CZMa7zMGWPwY1MMl21SPcmZNdAiLBKBSopf0OcjlQsZLBQkCbE4_vqayuWvYK5KHT8XbyiLKIaT0fT3Z-63dWG6viDNbL3I39XkoNSui7v8Yk4-leg_MZX70CKhgo7XpcXhohYrzewyrG15RbLjzHbNNsWrKO-KN40I7H44SCXoBtkF5gh_ANLk6Ui26rcfzLvh_Rzdk6m8WYBDz8NfR6zyI4yUsWm2-Uh6LAOUpvN6AOfh9J_qPbZyeUbtpnpJrbDd2wy53OE8mF3l7PVeXpUl70AStOxtgsOyTmCZse3GhBE495GL2kRcGko7GM2lWipiRA5d6fsjEemoNcbXgrFEn1EsfxbOTZRjLwcc4RN4HBZD23m07_nsLMPn9n-Q0FBbwE5gCBaUCUjp8RP4ShxBXMnC2VIRm3BsjO2NFUAI1RJaZPnNKShT-iyl3WO7GM5gdI5FbDi558aEvRQ83HVK9bYqJ2AlCWBBweIaU84AthVEbXkEJMyO9uovckw1n28v9aXaR3IIE5_B-osP4_7OWIVYckczgmh-5ourtH2aUKaz7RzfO1i_dHPWoYRJ_xBgEmYeaXT17-l0WepfyetfkcC4wLNrfYk62mI3Vl0rOE51tLzzJAYHNR&xkcb=SoAj-_M3JtOfrgxJt504bzkdCdPP&p=1&fvj=0&vjs=3,EY,"North Palm Beach, FL",$100 - $130 an hour,Full-time,"Data Preprocessing: Collect, clean, and preprocess data for training and testing machine learning models.",data,Model Training: Train and fine-tune machine learning…,"Posted
Posted 4 days ago",,,,,,,,,,,,,,,,
